,Unnamed: 0,User_name,Review title,Review Rating,Review date,Review_body,Movie_name
1161,11,0w0,Like a tumbleweed rolling past for 2hours,5/10,15 September 2021,"With these 3 great actors, I honestly don't know why you'd make such a boring movie. It's like Brokeback Mountain but even more boring. I honestly can't recommend that anyone watch this movie, unless you're really, really into boring and slow western movies.
                
                    44 out of 88 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",The Power of the Dog
1162,12,MrDHWong,A well-acted but otherwise mediocre western that does little to reinvigorate the genre,5/10,16 September 2021,"""The Power of the Dog"" is a western drama film based on the 1967 novel of the same name by Thomas Savage. Starring Benedict Cumberbatch, Jesse Plemons, Kirsten Dunst, Kodi Smit-McPhee, and directed by Jane Campion (The Piano), it's a well-acted but otherwise mediocre western that does little to reinvigorate the genre.In 1925, the Burbank brothers Phil (Benedict Cumberbatch) and George (Jesse Plemons) run a successful cattle ranch in Montana. One day while heading toward the markets, the brothers stop by a restaurant operated by the recently widowed Rose (Kirsten Dunst) and her son Pete (Kodi Smit-McPhee). The hot-headed Phil treats the mother and son pair cruelly but the kind-hearted George feels drawn towards Rose, culminating in a romantic relationship and eventually marriage. Refusing to accept them into the family, Phil continues his mistreatment of Rose and Pete until he soon sees the value in taking the latter under his wing as a new protégé.There haven't been too many good Western films made recently. The genre is growing stale and feels as though it is on its way out. It also doesn't help that it has already been combined with virtually every other genre imaginable ranging from horror to science fiction. A film like ""The Power of the Dog"" attempts to go for a relatively straightforward Western experience with its basic setting on a ranch but it ultimately falls short of greatness.Although I wouldn't exactly call it boring, I didn't find myself particularly invested in the story. The basic plot is just the Burbank brothers working on their ranch with the occasional angry outburst from Phil. The stark contrast between Phil's overtly aggressive demeanour and George's gentle nature is never properly explored. It is hinted that they have inherited the ranch from their father but aside from that, we are never told important background information about what they were like before his passing. This is a missed opportunity as I wish we could have seen which of the brothers takes after their father the most. A plotline involving the siblings competing with each other over which of them is more worthy of being in charge of the family business would have made for a much more interesting film, however, the two of them are shown to get along reasonably well. Even with Phil's outward hostility towards Rose and Pete isn't enough to put a strain on the brothers' familial closeness. Instead, George just seems to brush it off as a minor inconvenience.Jane Campion, who wrote and directed the 1993 classic ""The Piano"", tries her hand here with the Western genre. She shows the vast sweeping landscape of the American mid-west and some creative camera angles to emphasise how small humans look in comparison. Unfortunately, moments like this are so fleeting that they barely leave an impact. Each time it seemed like the film was about to blow me away with epic visuals, the scene would abruptly end. It's a huge shame because I loved how Campion was able to immerse the audience in colonial era New Zealand in ""The Piano"" so it's surprising she wasn't able to replicate similar techniques here. I'm not sure if it's her inexperience with Westerns in general or if she's just simply lost her way over the years but I felt underwhelmed with what she presented to us here.One of the few redeeming features of this film is the quality of its acting. Benedict Cumberbatch is pretty convincing as a ranch owner with a short temper. Even though his character seemed underwritten, I liked what Cumberbatch was able to do with the material given to him. His unpredictability was one of the main reasons the film wasn't a total bore, as it kept me in suspense over what he would do next. Additionally, his American accent has improved considerably over the years, not at all sounding slightly British like it used to in the past. He also shared decent chemistry with Jesse Plemons as his brother, but as I mentioned earlier, I wish the film did a better job at exploring the fraternal relationship between the two of them.In conclusion, ""The Power of the Dog"" simply doesn't do enough to help revitalise the dying Western genre. Though there's nothing outright terrible about it, as there are some things that prevent the film from being a complete failure, there's nothing really worth recommending either. Coming from an otherwise talented filmmaker like Jane Campion, this is especially disappointing.I rate it 5/10.",The Power of the Dog
1163,13,PedroPires90,Strong study,8/10,28 October 2021,"A strong character study focusing mainly on the masculinity concept (and reasons to adopt different attitudes towards it), past, acceptance (by yourself, but also by the others) and how to deal with your insecurities. All the main characters are seen through these lens and the film is very efficient on that. Fantastic direction and cinematography and great acting overall, but especially by Cumberbatch and Dunst.Only cons? Personally, I felt the ending rushed, but that was clearly the option and I can understand why that was the choice. My main concern was that the film opened too many doors and some themes weren't enough explored, with no closure or a deeper analysis about them.Either way, a very good film.
                
                    9 out of 15 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",The Power of the Dog
1164,14,sweidman-28016,Mesmerizing Mind Games,9/10,27 October 2021,"""A man's made by patience and the odds against him.""Charismatic rancher Phil Burbank inspires fear and awe in those around him. When his brother brings home a new wife and her son, Phil torments them until he finds himself exposed to the possibility of love. The Power of the Dog is Jane Campion's latest feature film and it's magnificent! I was able to see an advanced screening of this at the Chicago International Film Festival a day or two after it's big premiere here. Going in, I had slight skepticisms based on what people were saying about it after the big film festival premieres the past couple of months. Even before its trailer release, almost everyone predicted it as the best picture frontrunner. And though I'm not quite sure it'll take the big win, there is no way this will miss out on much (unless the forces of mainstream audiences, who will most likely find it too slow and strange, make it miss the chance). Jane Campion writes and directs this with subtext. Nothing is ever said plainly. We have to piece together what it's trying to say or what happened that wasn't necessarily shown the way it happened. If you've ever watched A Streetcar Named Desire (and you should!) this is a good comparison film. The film turns from a slow-burn drama into a psychological ""thriller"" of mind games. The way the film diverges into this on-edge atmosphere worked with me in such a manner that I forgot I was sitting in a theater. Campion's writing is very good and could honestly win adapted screenplay among multiple critic bodies and awards circuits. Lines stick with you well after their said. Even the trailer showcases great dialogue. Basically, Campion knew exactly what she was making front start to finish.Followed by her amazing writing and directorial skills, the performances are the next best thing here. Benedict Cumberbatch will be the most talked about part of the film. He's so intimidating and mysterious. By far his best work yet and it will be hard to top himself. He's such a mean person, but when the moment comes that you realize what has caused him to act in such a way, everything comes together and you have to think for yourself whether you like him or not. Kodi Smit-McPhee is the surprise star to emerge. His career has been quiet, but never disappoints. Peter is the most most relatable character within the story and I don't think audiences will have a problem connecting with him. The buzz will come for him, though I'm not quite sure what they'll do with it. And then there's Kirsten Dunst. This role is like a return to acting sort of thing. Everybody knows her and recognizes her as a great actress, but since Melancholia talk about her has ceased. Well, she's really good in here. Rose transforms heavily throughout. She's a very sweet woman, but as Cumberbatch's Phil attempts to drive her insane, she switches into something unforeseen. Jesse Plemons starts out fairly prominent but his screen time diminishes. Still, good work from him. The other two characters of the film are the cinematography and score. This isn't shot like another western. We get those beautiful landscapes and cattle shots, but it's rich in style and beauty. I love what they show and what they don't. Then, Jonny Greenwood (going for a double nomination this year with Spencer as the other) makes such an unsettling a beautiful score. It's not what you'd expect to hear going in, but as it starts and continues throughout the film (and there's lots of it), you see the character that it is. Besides a strange way to start and an abrupt moment towards the end, The Power of the Dog blew me away more than I expected. Will this be for everyone? No. You can't expect a western, but you can expect some of those elements. What the film is about is what it takes to go mad with power. Check it out on Netflix this winter!",The Power of the Dog
1165,15,jeroduptown,Montana Messy,7/10,22 September 2021,"Cumberbatch is an intolerable with his brother in the Montana area in 1925. Dunst and her son get tangled up in the brothers - and its a beautiful mess of a country flick.
                
                    10 out of 18 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",The Power of the Dog
1166,16,namstonk,"Slow in places hence the score, other than that superb.",8/10,30 October 2021,"The casting and subsequent acting is faultless, which being as real life couple Plemons and Dunst weren't first choice shows the ability of Campion. It could have been edited a bit tighter as there some pace drop-offs, but when you think about the setting and cast ability you can understand the reasoning. Campion's vision of Montana is beautiful, although it's actually New Zealand, sorry Montanans.
                
                    10 out of 16 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",The Power of the Dog
1167,17,gsygsy,"High calibre, without a gun in sight",9/10,15 October 2021,"Film adaptations of novels can be weighed down by their literary origins, but not this one. Thanks to Jane Campion's skills as a writer-director, this is cinema of the highest calibre.A tale of dangerous repression and emotional manipulation, the tension in the telling is almost tangible. Campion achieves this without resorting to melodrama, but by sheer intensity. The quartet of leading actors is unbeatable, with revelatory performances from Benedict Cumberbatch and Kirsten Dunst. They are well matched by Jesse Plemons and Kodi Smit-McPhee, in less rangy but nevertheless demanding roles.Campion has, as ever, brought the best out of her collaborators, notably cinemtographer Ari Wegner and editor Peter Sciberras. The magnificant score, a classic if ever there was one, is by Jonny Greenwood.
                
                    14 out of 20 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",The Power of the Dog
1168,18,whitemanfromtowne,The power of falling asleep.,2/10,25 September 2021,"I wasted exactly 2 hrs listening to violins, horns and watching an all star cast doing a bunch of nothingness. Slow boring and super dull. Never seen Brokeback Mountain but it's seems like this may have had a notion of it. Honestly this should've been called.....the power of falling asleep....sheesh.
                
                    25 out of 53 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",The Power of the Dog
1169,19,MogwaiMovieReviews,"One Part Piano, Two Parts Brokeback Mountain",4/10,22 September 2021,"Jane Campion seems to be one of those feminists who spends all her days raging against the irredeemable boorishness and brutality of men and all her nights jilling herself silly to fantasies of being ravished by the very worst examples of them. I believe I've seen just about every film she's ever made, and I really can't say I've taken away anything more from them than that.'In The Cut' and 'Holy Smoke' both had brief moments of interest, but the truth of the matter is she's only made one film of any substance, and that's 'The Piano'. This one seems about one part that and two parts 'Brokeback Mountain', but there doesn't seem to be any reason for it to exist and it has absolutely nothing of any interest to say. It's a dull anti-story with tiresome dialogue and underdeveloped, unconvincing, characters, somewhat ameliorated by competent acting and cinematography.There's two hours of runtime and about 10 minutes of tale. One gets the impression she desperately wanted to make a 'There Will Be Blood' but somehow ended up with a slightly gay 'Heaven's Gate'.",The Power of the Dog
1170,20,nidhunmoviebuff,A critical lens turned on toxic masculinity. Brilliant!,8/10,15 September 2021,"Easily the best performance of Benedict Cumberbatch's career, 'The Power of the Dog' is a riveting western that focuses on the perils of toxic masculinity and strained family relationships.Cumberbatch and the talented Jesse Plemons star as a pair of diametrically opposite brothers who quietly fued in their 1920s ranch house as one brother does not approve of the other's new bride.Cumberbatch plays the alpha male cowboy, dominating his more reserved and empathetic brother.Kirsten Dunst is electric as the new woman who gets in between the brothers and her quiet, effeminate and seemingly naïve son (an electric Kodi Smit-McPhee) takes a shine to Cumberbatch's rough and tumble nature.Cumberbatch elevates this film, playing an able foil for director Jane Campion's grand vision to throw light on how toxic masculinity can corrupt even the most noble souls and fracture families and relationships.This slow burn captivates with the acting chops of its leads and the taut climax will leave you entranced. A must see film sure to rake in the awards this year!Highly recommended!",The Power of the Dog
1171,21,Avwillfan89,"Complex, spellbinding and incredibly well performed.",9/10,16 September 2021,"This is one of those films that grabs you by the throat, or the chin, and refuses to let go until the credits roll.It follows the book that it's based on, by Thomas Savage, very closely. Though it may look like a simple story - an angry rancher who torments his brother's new wife and son when they come to live with him - it's much more complicated and fascinating than that.Phil Burbank is a toxic man's man and loves to show it off: easily offended, filthy, hands on, cruel, homophobic, suspicious and a bachelor. But as the story moves on, a different side to him is shown: one of raw vulnerability, loneliness, deep self-hatred and alienation.He is someone who is brilliant at ranching and loves the lifestyle. But the exact thing he loves prevents him from being who he is: a gay man. Which is a big no-no in this time and place.At first he sees Peter, his new nephew, as a weakling deserving of mockery and taunts. But when he sees that not only is the boy highly intelligent, but also immune to his cow hands's insults, he takes a shine to him and begins to show him the ropes of the ranch's lifestyle.As this is a Jane Campion film, don't expect a happy conclusion or a happy feeling when going into this film. It's rough, gritty, gut-wrenching and has non stop tension throughout. There were a few funny moments, such as Phil's brother George's inability to string two words together at times, or Phil's deliberate lack of social skills, but they come sparingly.George, despite being the kind one, is not without flaws (none of the main characters are). He is completely clueless to his wife's sufferings and how she would feel being at the ranch all day, away from her life in the inn, and being tormented by her brother in law. The Burbank ranch is not exactly a place for a woman. It's certainly not a place for a woman like Rose, who is easily brought to tears and insecure, and even less so (or so it seems) a boy like Peter. So she turns into an alcoholic, giving Phil a reason to turn George and Peter against her.To say this is an intense watch is an understatement. The shots of New Zealand, posing as Montana, and Johnny Greenwood's score is overpowering and completely breathtaking.But it's Benedict Cumberbatch who steals the show, committing full on to the complex and difficult role and capturing all the little nuances of the character with a delicate precision. I always knew he was one of the absolute greats of actors. I'm just incredibly happy so many more people can see it now.",The Power of the Dog
1172,22,atractiveeyes,Beautiful and Sensational,8/10,16 September 2021,"It's so beautiful, well made and sensational. Both production and costume designs are so beautiful. Cinematography is great too. The story is nice, very well written with great characters study, and flows smoothly. It says a lot by not saying much. But of course it's so slow-paced and not your typical kind of westerns, it's not a movie for everyone.
                
                    28 out of 43 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",The Power of the Dog
1173,23,hunter-friesen,"Campion's ""Power of the Dog"" reinvents the Western genre",8/10,17 November 2021,"Despite being the master of the gangster genre with such films as ""Goodfellas,"" ""Casino,"" and ""The Irishman,"" Martin Scorsese cites ""The Age of Innocence"" as his most violent film. It's a bizarre statement, considering the 1993 period piece features no sex, swearing, or physicality. Instead, the violence that the film harbors is purely emotional and under the surface, carrying far more damaging effects that past than any external wound.Similarly, Jane Campion's ""The Power of the Dog"" is one of the most violent films of the year - and of the Western genre - all without a gun, knife, or fistfight.The year is 1925. The Burbank brothers run one of the most successful ranches in Montana. Phil is handsome, calculating, and utterly brutal. He lives purely for the land, paying no mind to the feelings of those around him. George is pudgy and sensitive, and always on the receiving end of Phil's torments. Together they represent Romulus and Remus, ruling over a vast empire that could topple at any moment.On one of their cattle drives, George becomes smitten by a widow named Rose. The couple swiftly marries and moves back to the mansion-sized ranch house. Disapproving of this union, Phil unleashes his cunning fury on Rose and her emasculated son, Peter. But there's more to Peter than meets the eye, as his outward weakness may not be an honest reflection of what's inside. After some time, Phil begins to warm up to Peter and take him under his wing. Is this latest gesture a softening that leaves Phil exposed, or another one of his mind games that will delve further into menace?As a director, Campion has often been able to communicate the unsayable. Her films often resemble a poem more than a narrative. Based on her past features of ""Sweetie"" and ""The Piano,"" it can be said that she isn't concerned with only opening one door, or telling her audience exactly how to feel. That ambiguity brings out the power of interpretation, leaving the viewer with the film in their mind long after the runtime has passed.""The Power of the Dog"" doesn't stray from that trademark as Campion tightly wounds her surprise psychosexual drama. There's a cutting edge to each frame, epically lensed by Ari Wegner as the vast prairies of New Zealand stand in for Montana plains. A shot of a knotted rope, the castration of a bull, or the movement of a cigarette tells as much of the story as any piece of dialogue. Every act becomes a piece of symbolism, carrying an intentional ritualistic weight. And with plucked strings, Radiohead frontman Jonny Greenwood (a notable collaborator of director Paul Thomas Anderson), squeezes the last drops of tension out of every scene.Still, when the dialogue takes primacy, Campion, adapting the words of Thomas Savage's 1967 novel, makes sure it still stings. Phil uses his words to cut those while they're down, with a sharpness that cannot be matched. It doesn't help that his cowhands, who worship his every move, sneer and snicker along.In the lead role of Phil, Cumberbatch reaches new heights. The British thespian has built his career by playing the smartest man in the room, with roles such as Sherlock Holmes on television, Alan Turing in ""The Imitation Game,"" and Doctor Strange in the ever-expanding Marvel Cinematic Universe. Here, that supreme intelligence brings along its coinciding deficiencies of the emotional and empathetic sort. Branding Phil as carrying ""toxic masculinity"" would be too much of an oversimplification as Campion takes that weakness and spins it into something far less one-dimensional.While Phil may hate himself on the inside, George is more outward with his self-loathing, which inevitably gets passed on to Rose, as she deals with despair by turning towards the bottle. The real-life couple of Jesse Plemons and Kirsten Dunst are great in their supporting roles, as they find solace in each other's arms in the brief moments they have together.Acting as the yin to Phil's yang (and also as the surprise actor showcase within the film) is Kodi Smit-McPhee as Peter, whose external simplicity masks his internal strength and awareness. The battle between Phil and Peter is one of wits, with the outcome recontextualizing the film into something more than the sum of its parts.Jane Campion has made a grand return to feature films with ""The Power of the Dog,"" crafting an enigmatic, modern take on the well-worn genre of the Western. It's the film equivalent of fine wine, as it's near perfect at the moment, and will only get better with age.",The Power of the Dog
1174,24,rmirchandani,Stunning imagery,8/10,18 November 2021,"Jane Campion's ""The Power of the Dog"" starring Benedict Cumberbatch, Kristen Dunst, Kodi Smit-McPhee, Jesse Plemons and Thomasin McKenzie is a blissfully entertaining and intriguing Western Drama that captures the viewer's attention and leaves them in utter shock and disbelief. The story follows Phil Burbank, a conventional, blunt, and narcissistic cowboy rancher, who is set in his own ways.The film's breathtaking scenery and beautiful score makes the spectator aware of the surroundings and persuades them to think about the time period and the double layered meaning of the title. The title is an allegory and foreshadows Phil Burbank's eventual demise.The revelation that Pete purposefully gave Phil animal skin from a sick cow is none other than surprising. I genuinely thought that Pete forgave Phil for treating him poorly in the beginning. I guess even the nicest souls hold grudges. In a way, Pete's decision is sweet and kind. All he wanted is for his mother to be happy and comfortable on the ranch. Her downward spiral into alcoholism due to Phil's antics left Pete uneasy, hence the constant flickering of his comb. One might decree that the Pete and his mother were in cahoots together. She sold the cow skin to the Indians, while Pete gained Phil's trust and love, and set sick dead cow skin in his midst. In the modern age, Phil's infection can be cured using antibiotics. He knew that he would not make it and decided to wear a black suit to the doctor's appointment.To conclude, The Power of the Dog isn't a typical Western, but it made me appreciate this genre and develop a liking to it. Despite its rather slow pacing, it never failed to grab the viewer's attention, and left the spectator in utter awe and disbelief at the end.Final verdict: 8.8/10.",The Power of the Dog
1175,25,suprabhattacharya,Power of gloves,8/10,26 September 2021,"Imagining Cumberbatch as a hateful character in any film is unlikely but Campion's film made the opposite impossible. Despicable Cumberbatch?never thought of it.
                
                    9 out of 20 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",The Power of the Dog
1176,26,omarcantbestopped,What is this?,1/10,13 September 2021,"Seriously what is supposed to be a western? Melodrama?I know a lot of you loved this movie but I thought it was slow and boring.Nothing to see here except if you want to know how to make a rope.
                
                    57 out of 104 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",The Power of the Dog
1177,27,severindringel,A modern western that takes its time,8/10,16 November 2021,"Jane Campion and pianos, they just fit. 12 years after her last feature film, the New Zealander returns to give us The Power of the Dog, a western that triggers Brokeback Mountain vibes in many ways. An adapted story about two brothers who couldn't be more different and who look after their ranch together. When one suddenly marries, all normality is gone from the other brother's life and he is confronted with new people who torpedo his life and turn it completely upside down.We meet the protagonist Phil, played by a fabulous Benedict Cumberbatch, as a homophobic, cruel and charismatic creep who feels no emotion and exposes those who are different in every situation. Due to the setting, the action takes place in the 1920s, his colleagues naturally welcome this behaviour and celebrate the bully. In this way he also keeps the upper hand over his brother George (Jesse Plemons) and is not in danger of losing his status as boss. George, unlike Phil, is clearly more empathetic, sympathising with his brother's victims but unable to challenge him because of his introversion. Despite being so different, the two share a distorted form of brotherly love that can hardly be explained by objective judgement. George confides in the village's widowed waitress Rose (Kirsten Dunst) and the two develop a love affair. This results in them marrying and Phil now having to deal with a new threat. The often non-direct confrontations between Phil and Rose are absolute highlights of the film. They not only serve as showpieces for the fantastic performances by Cumberbatch and Dunst, but suggest a menacing feeling that just makes your sweat run down. This is especially the case in a scene where Rose tries her hand at the piano (hence the reference at the beginning to Campion's masterpiece The Piano), but is constantly interrupted and visibly unsettled by Phil. Rose takes a whole new direction in her development from then on, which often became too frustrating and repetitive for me. Especially when Rose's son Peter (Kodi Smit-McPhee) returns, he virtually replaces his mother as Phil's threat. Indeed, he discovers something about him that pushes Phil to take him under his wing and divert attention from his mother. The final act is almost entirely a study of Phil and Peter's relationship and their various interpretations of masculinity.Campion makes an aesthetically brilliant comeback with The Power of the Dog. The shots of the Montana mountain landscape (even though the film was shot in New Zealand) sink into you and are harmoniously accompanied by an atmospheric Jonny Greenwood score. What starts out as a rivalry ends up being a character study about a bitter man who carries around secrets and tries to blind them with malice. It is very exciting to watch how the changes in his brother's life affect Phil and where he stands at the end compared to the beginning. In the end, I found it hard to categorise the power of The Power of the Dog. But maybe it doesn't need to. Perhaps acting excellence, brilliant direction and sheer beauty are quite enough. It is certainly a film that will divide opinions.",The Power of the Dog
1178,28,hkpolarbear,Time was spent unwisely,3/10,28 November 2021,"It was the painful experience throughout the whole movie that I kept on asking what's next and nothing really came up. May be the producer of the movie thinks it qualifies to be nominated in the Oscars best picture of the year. It definitely possesses the boring attribute may be.
                
                    3 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",The Power of the Dog
1179,29,li0904426,Benedict Cumberbatch is superb!!,8/10,13 September 2021,"This is not a movie to everyone. You can't overlook any single detail in this movie, it's like a puzzle. You will need to capture the next scene to have the whole picture of the main character. Superb performance by Benedict Cumberbatch, he got the soul of Phil Burbank, including the roughness, repressive and repulsive behaviour of his character.
                
                    29 out of 52 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",The Power of the Dog
1180,30,Bad-Good-Great,Just let the dog lie down in the dust,2/10,11 October 2021,"Very disappointed at this movie. When it started, it looked so grand with hopeful prospect, the panorama scene of the west, the drive of the cattle...everything just looked great with fantastic cinematography. Then it started to slowly crash and burn. Lot of the scenes came up unnecessarily clueless like the dialog came with them. The scene then from bad to worse. Drank at the bar, dined in the hotel's restaurant, the dialog just felt more and more meaningless and lame, the laughter from the neighboring table felt forced and phony, same as those from the cowboys. Scenes dragged along with deadbeat paces, trying so hard to prolong the duration of the movie. Nothing felt natural but fake scene after scene. Where's the dog? And where's the power from the dog? Was it so difficult to make a movie a bit more logic and reasonable?Everything in this movie just gave you a forced, awkward, do-nothing drag-on. What is the purpose of this movie? To show us how a ranch boss suddenly found out he's in the closet too long and decided to become the sequel character of The Broken Back Mountain? Did we need such long period to reveal the story of personal evolving progress?At first, I thought those viewers who gave low ratings were biased and homophobic, but after I've tortured myself to watch it and fast lost my patience, I had to agree with these viewers' afterthoughts. This is a terrible movie disguised in western genre but looked fake through and through.",The Power of the Dog
1181,31,ravencorinncarluk,Almost gets you there,5/10,15 September 2021,"Such a weird mix for me. Because there was a lot of padding, and long drawn out scenes that didn't need to be that long.But then there were good performances and subtext.But then there were scenes that shouldn't have happened.But then there would be just that one thing that would keep me going.So, aspects certainly would get higher stars from me. But then others take away a lot. I really don't want to break it all down here; suffice it to say, this movie is a mixed bag.However, the last few scenes had this build up that left me feeling teased and cheated, and almost rather rushed. It was bad enough that there were two plots running along, and neither really took off. But to just be done and get one little Bible quote to explain the title and actions of the character...yeah, that went right past my head and left me actually upset.I'd say it's not the worst thing I've seen, but I think that's mostly because I enjoy Benedict Cumberbatch stealing the damn show.",The Power of the Dog
1182,32,lusciousmuffins,"Like Brokeback Mountain, only boring",3/10,14 September 2021,"There are some beautiful visuals in this film; moreover, the set and costume designs were extremely successful at evoking the look and feel of early 20th century America.Alas, beyond its cinematography and period representation, this film has very little to offer.Intellectuals will try to tell you this is deep and meaningful; claiming that it relies on subtlety to tell a story, but that is little more than elitist posturing.The sad truth is this film is boring.It lacks a cohesive vision and relies too heavily on Cumberbatch's talent to make up for the lack of proper plot development.While he does his level best to breathe life into this script, there is simply not enough there for him to work with.In the end, despite his best efforts, this movie comes across as stagnant.It relies too heavily on metaphors and visuals without bothering to engage the audience in any meaningful way.Throughout the runtime, you're often at a loss as to what story Campion is trying to tell.Honestly, after watching this I'm not sure she knows the answer to that question.This film seems to stand as a testament to how even an accomplished director can lose their way, getting so mired in symbolism they all but forget storytelling should be their primary concern.",The Power of the Dog
1183,33,steveo7777,BBC movie be warned,2/10,2 October 2021,"Werid creepy as **** bbc western man 2 hours of this garbage still here the violins in my head. The people in that company need help.
                
                    7 out of 27 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",The Power of the Dog
1184,34,petercarlsson-92297,The Story is just as bad as the lighting,1/10,31 October 2021,"Why is it so hard to light a movie nowadays? What's the point of dark scenes with brown filters over them? Incompetence?You want to know about the story? Sorry, there is no story, just a couple of slow scenes strung together to make it feature length. Then everybody involved in creating this snooze fest can go to the bank and enjoy the money we spent on the subscription.
                
                    10 out of 20 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",The Power of the Dog
1185,35,tallard,What has become of the great Campion? Homophobia and animal abuse,4/10,30 September 2021,"This film is based on a novel. That that novel was written by a male in 1967 in the style of Harlequin Romances and Louis Lamours is one thing. That a supposedly ""feminist"" filmmaker would adapt that novel to this absolutely terrible movie is beyond understanding.Though I haven't read the book, the many book reviews I've read since make me think the film script is not very faithful to the book. It's 2021, and to use ""Look-How-Homophobic-These-Yesteryear-Cowboys-Were"" rings empty and virtue-signally. If Campion was actually interested in telling a story of homophobic-closet-homoerotica, she could have more relevantly chosen a contemporary story of closet homosexuals in modern cowboy country. It just seems facile to manipulate a novel that may have had some relevance in 1967, the whole writing style of the story is very passé.I'd not heard of the movie, but chose to watch it based on Campion's history and Cumberbatch's great acting talents. But I am sorely disappointed. Cumberbatch couldn't breathe any life into this stale script and the other two lead actors are their usual unconvincing selves.There are also failings at the production level. The total condoning of bullying behaviour, and of animal abuse, does not serve the narrative in the least. The filming of Montana in New Zealand is an utter failure. The costume choices, specially for Cumberbatch, were farcical. And sadly, as great an actor as Cumberbatch is, he really can not pull off the turn of last century American West accent and demeanour.Finally, as in some great insipid lack of vision, the film ends with an illogical untimely death, tweaked with hints of wrong-doing, a misdirect seemingly created to add a little spice at the end. One must also wonder at the misleading marketing/synopsis/plot. This is not a film about two opposite personality brothers, it's about one broken man, and the negative he shoves onto all the world (people and animals) around him.Is this what the future of feminist film making looks like?Some will note that many reviewers here are confused about the switch from nasty to mentorship in the last third of the film. I think it's because many missed the closet-homosexuality that drives this. Phil was in love with the Bronc, the Bronc died, leaving Phil hurt and angry, comes a nubile second closet-homosexual, of course this was to be the outcome. This is mostly laid out by Phil in the latter portion of the film. Closet homophobia is the true driver of this film, but a lot of viewers missed it.",The Power of the Dog
1186,36,Aria_Athena,A bit too much of a slow burn for my taste,6/10,16 September 2021,"It's a heavy drama which takes place in the old west. It mostly focuses on a rancher, Phil (Cumberbatch), whose toxic personality drags down everyone around him.For me, in the end the film payed off. I really liked where it went and how it ended, but I was quite bored during the second act. The movie had a slow start, which I thought it handled well, and then the pace got even slower. While I can't point out anything specific that was superfluous, 2 hour seemed too long. I remember the beginning, I remember the ending and some key plot moments, but I barely remember anything that happened in between.
                
                    7 out of 14 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",The Power of the Dog
1187,37,grondonamanu,The Power of Cinema (Mar del Plata's 2021 Film Festival),9/10,25 November 2021,"Despite having to think -a lot- about the film's ending, I loved it. Jane Campion really thought out of the box. I found it super interesting, and I'll always be willing to support movies with smart plot twists, just like this one. Kristen Dunst is outstanding, I couldn't turn my eyes away from her. Benedict Cumberbatch (pls now give him a heterosexual part) portrays THE cowboy, just what you would have expected of him. Jesse Plemons and Kodi Smith-McPhee are also great.Yes, despite having a very slowly first half, I was completely submerged in the movie, and that's because of the fantastic script and direction. I must also mention the COSTUME DESIGN!!! Those clothes... super realistic and beautiful. Great job.
                
                    0 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",The Power of the Dog
1188,38,adamk-2,A Hard Slog on the Old Ranch,4/10,14 October 2021,"""The Power of the Dog"", written and directed by Jane Campion, is a prarie-set family drama. Two brothers run the family ranch in 1925 Montana. Phil (Benedict Cumberbatch) is a diamond in the rough, sort of, in that while he's dirty and smells of cattle, he's educated and sneers cruel jibes at everyone. Sherlock in a stetson, if you will. His doofus brother, (Jesse Plemmons) takes up with a local waitress (Kirsten Dunst) and marries her, which pleases the possessive Phil not at all.It's all rather dreary and dull and overlong. Each scene and pause therein takes just a few seconds longer than it really should, sabotaging the prospect of any tension rising at all. Cumberbatch is mediocre, Plemmons is surprisingly dull, while Dunst resorts to amdram acting when her character takes to the bottle, staggering everywhere. There's a surprise cameo from Keith Carradine, which is nice, and some great scenery, but my god, Terrance Malick could have done something wonderful with THAT. Kodi Smit-McPhee is wonderfully unsettling at Dunst's son, and there is a nice twist at the end in his story arc, but that's about it. Oh, and there's also Jonny Greenwood's music, all droning, queasy strings that really, really gets annoying. A palpable miss, this one.",The Power of the Dog
